,Date,Symbol,Adj Close,Close,Dividends,Result Close,Condition,MMA_10
0,2014-12-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[70.71, 84.83, 95.45, 113.58, 59.99, 53.02, 30.27]","[84.45, 105.99, 125.92, 113.58, 68.06, 62.25, 37.96]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.45, 105.99, 125.92, 113.58, 68.06, 62.25, 37.96]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.57, 104.05, 116.48, 119.81, 64.17, 59.3, 35.57]"
1,2015-01-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.16, 88.48, 104.82, 123.45, 59.57, 52.1, 30.1]","[84.98, 110.55, 138.28, 123.45, 67.59, 61.17, 37.67]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.98, 110.55, 138.28, 123.45, 67.59, 61.17, 37.67]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.62, 104.93, 119.4, 119.79, 64.9, 59.78, 35.93]"
2,2015-02-27,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[70.95, 86.29, 98.39, 116.16, 62.81, 55.24, 30.54]","[84.7, 107.64, 129.53, 116.16, 71.26, 64.85, 38.14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.7, 107.64, 129.53, 116.16, 71.26, 64.85, 38.14]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.64, 105.46, 121.24, 118.99, 66.05, 60.59, 36.29]"
3,2015-03-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.13, 87.03, 99.46, 113.66, 62.15, 54.37, 30.44]","[84.88, 108.39, 130.69, 113.66, 70.3, 63.61, 37.93]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.88, 108.39, 130.69, 113.66, 70.3, 63.61, 37.93]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.66, 105.9, 122.9, 118.31, 66.86, 61.15, 36.59]"
4,2015-04-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.15, 86.48, 96.05, 113.47, 61.5, 54.46, 29.81]","[84.87, 107.53, 125.95, 113.47, 69.57, 63.72, 37.08]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.87, 107.53, 125.95, 113.47, 69.57, 63.72, 37.08]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.69, 106.3, 124.14, 116.86, 67.49, 61.7, 36.74]"
5,2015-05-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.18, 86.12, 93.78, 114.1, 63.57, 55.29, 30.09]","[84.87, 106.92, 122.71, 114.1, 71.91, 64.69, 37.35]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.87, 106.92, 122.71, 114.1, 71.91, 64.69, 37.35]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.73, 106.67, 125.01, 115.93, 68.43, 62.4, 37.06]"
6,2015-06-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.2, 84.71, 89.96, 112.37, 63.35, 54.27, 29.58]","[84.86, 105.01, 117.46, 112.37, 71.44, 63.2, 36.64]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.86, 105.01, 117.46, 112.37, 71.44, 63.2, 36.64]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.76, 106.69, 124.85, 114.78, 69.02, 62.69, 37.19]"
7,2015-07-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.23, 86.0, 94.05, 104.93, 65.76, 55.83, 30.85]","[84.86, 106.44, 122.53, 104.93, 74.15, 65.02, 38.14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.86, 106.44, 122.53, 104.93, 74.15, 65.02, 38.14]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.79, 106.97, 125.48, 113.65, 69.95, 63.23, 37.51]"
8,2015-08-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.2, 86.07, 93.4, 108.82, 61.81, 52.81, 29.3]","[84.78, 106.36, 121.42, 108.82, 69.7, 61.5, 36.16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.78, 106.36, 121.42, 108.82, 69.7, 61.5, 36.16]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.8, 107.1, 125.7, 113.27, 70.28, 63.26, 37.47]"
9,2015-09-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.41, 87.43, 95.24, 106.86, 60.64, 52.13, 29.2]","[84.99, 107.87, 123.54, 106.86, 68.21, 60.45, 35.96]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.99, 107.87, 123.54, 106.86, 68.21, 60.45, 35.96]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.82, 107.27, 125.8, 112.74, 70.22, 63.05, 37.3]"
10,2015-10-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.31, 86.87, 94.85, 109.3, 65.08, 56.64, 31.2]","[84.83, 107.02, 122.78, 109.3, 73.2, 65.68, 38.36]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.83, 107.02, 122.78, 109.3, 73.2, 65.68, 38.36]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.86, 107.37, 125.49, 112.31, 70.73, 63.39, 37.34]"
11,2015-11-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.12, 86.5, 94.02, 101.92, 65.42, 56.89, 31.54]","[84.57, 106.4, 121.45, 101.92, 73.59, 65.97, 38.7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.57, 106.4, 121.45, 101.92, 73.59, 65.97, 38.7]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.82, 106.96, 123.81, 110.16, 71.33, 63.87, 37.45]"
12,2015-12-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.02, 86.11, 93.74, 101.46, 65.34, 55.91, 31.49]","[84.36, 105.59, 120.58, 101.46, 73.29, 64.57, 38.57]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.36, 105.59, 120.58, 101.46, 73.29, 64.57, 38.57]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.79, 106.75, 122.91, 108.69, 71.54, 63.84, 37.49]"
13,2016-01-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.48, 88.98, 98.97, 106.95, 62.85, 53.33, 30.93]","[84.91, 109.11, 127.3, 106.95, 70.5, 61.59, 37.82]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.91, 109.11, 127.3, 106.95, 70.5, 61.59, 37.82]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.79, 106.83, 122.57, 108.02, 71.56, 63.64, 37.48]"
14,2016-02-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.56, 90.3, 102.02, 118.64, 62.05, 53.65, 31.24]","[84.96, 110.57, 130.98, 118.64, 69.6, 61.96, 38.12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.96, 110.57, 130.98, 118.64, 69.6, 61.96, 38.12]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.8, 107.13, 123.07, 108.53, 71.56, 63.46, 37.58]"
15,2016-03-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.66, 90.24, 101.93, 117.64, 65.34, 56.82, 33.11]","[85.03, 110.34, 130.61, 117.64, 73.1, 65.62, 40.33]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.03, 110.34, 130.61, 117.64, 73.1, 65.62, 40.33]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.82, 107.47, 123.86, 108.89, 71.68, 63.56, 37.88]"
16,2016-04-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.68, 90.1, 101.18, 123.65, 64.93, 56.59, 32.85]","[85.01, 110.0, 129.38, 123.65, 72.64, 65.36, 39.94]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.01, 110.0, 129.38, 123.65, 72.64, 65.36, 39.94]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.83, 107.97, 125.06, 110.02, 71.8, 63.77, 38.21]"
17,2016-05-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.6, 90.01, 101.99, 116.06, 66.52, 57.2, 33.4]","[84.86, 109.73, 130.16, 116.06, 74.42, 66.06, 40.54]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.86, 109.73, 130.16, 116.06, 74.42, 66.06, 40.54]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.83, 108.3, 125.82, 111.13, 71.82, 63.88, 38.45]"
18,2016-06-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[72.03, 92.79, 109.06, 126.47, 68.48, 57.48, 35.32]","[85.32, 112.95, 138.9, 126.47, 76.4, 66.0, 42.78]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.32, 112.95, 138.9, 126.47, 76.4, 66.0, 42.78]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.88, 108.96, 127.57, 112.89, 72.49, 64.33, 39.11]"
19,2016-07-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[72.0, 93.02, 111.36, 128.98, 70.32, 59.23, 35.39]","[85.23, 113.07, 141.56, 128.98, 78.45, 68.01, 42.81]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.23, 113.07, 141.56, 128.98, 78.45, 68.01, 42.81]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.91, 109.48, 129.37, 115.11, 73.52, 65.08, 39.8]"
20,2016-08-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.83, 92.07, 110.23, 124.78, 69.27, 59.1, 34.72]","[84.98, 111.77, 139.87, 124.78, 77.28, 67.86, 41.93]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.98, 111.77, 139.87, 124.78, 77.28, 67.86, 41.93]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.92, 109.95, 131.08, 116.65, 73.93, 65.3, 40.15]"
21,2016-09-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.92, 92.29, 108.56, 125.64, 69.61, 59.04, 34.41]","[85.04, 111.88, 137.51, 125.64, 77.37, 67.49, 41.49]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.04, 111.88, 137.51, 125.64, 77.37, 67.49, 41.49]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.97, 110.5, 132.68, 119.03, 74.3, 65.45, 40.43]"
22,2016-10-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.89, 90.91, 103.81, 121.94, 68.26, 57.83, 33.61]","[84.95, 110.06, 131.25, 121.94, 75.87, 66.11, 40.46]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.95, 110.06, 131.25, 121.94, 75.87, 66.11, 40.46]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[85.03, 110.95, 133.75, 121.07, 74.56, 65.61, 40.62]"
23,2016-11-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.55, 87.07, 95.28, 111.75, 67.86, 59.57, 33.79]","[84.5, 105.26, 120.24, 111.75, 75.42, 68.1, 40.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.5, 105.26, 120.24, 111.75, 75.42, 68.1, 40.6]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.99, 110.56, 133.05, 121.55, 75.05, 66.26, 40.9]"
24,2016-12-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.6, 86.97, 94.84, 109.61, 68.6, 60.76, 34.66]","[84.45, 104.82, 119.13, 109.61, 75.86, 69.1, 41.58]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.45, 104.82, 119.13, 109.61, 75.86, 69.1, 41.58]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.94, 109.99, 131.86, 120.65, 75.68, 66.97, 41.25]"
25,2017-01-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.68, 87.16, 95.61, 115.55, 70.76, 61.46, 34.93]","[84.54, 105.05, 120.1, 115.55, 78.25, 69.9, 41.82]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.54, 105.05, 120.1, 115.55, 78.25, 69.9, 41.82]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.89, 109.46, 130.81, 120.44, 76.2, 67.4, 41.4]"
26,2017-02-28,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.7, 87.79, 97.13, 119.23, 73.45, 64.35, 36.45]","[84.52, 105.65, 121.74, 119.23, 81.22, 73.18, 43.56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.52, 105.65, 121.74, 119.23, 81.22, 73.18, 43.56]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.84, 109.02, 130.05, 120.0, 77.05, 68.18, 41.76]"
27,2017-03-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.75, 87.86, 96.49, 118.72, 74.96, 64.32, 36.44]","[84.52, 105.59, 120.71, 118.72, 82.65, 72.8, 43.47]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.52, 105.59, 120.71, 118.72, 82.65, 72.8, 43.47]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.8, 108.61, 129.1, 120.27, 77.88, 68.86, 42.05]"
28,2017-04-28,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.88, 88.83, 98.01, 120.77, 76.89, 64.71, 36.81]","[84.62, 106.6, 122.35, 120.77, 84.78, 73.25, 43.84]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.62, 106.6, 122.35, 120.77, 84.78, 73.25, 43.84]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.73, 107.97, 127.45, 119.7, 78.72, 69.58, 42.16]"
29,2017-05-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.94, 89.57, 99.86, 120.62, 80.55, 65.68, 37.82]","[84.62, 107.32, 124.4, 120.62, 88.82, 74.34, 44.95]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.62, 107.32, 124.4, 120.62, 88.82, 74.34, 44.95]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.67, 107.4, 125.73, 118.86, 79.75, 70.21, 42.37]"
30,2017-06-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.88, 89.11, 100.65, 118.02, 80.83, 66.05, 37.7]","[84.49, 106.61, 125.12, 118.02, 88.89, 74.37, 44.73]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.49, 106.61, 125.12, 118.02, 88.89, 74.37, 44.73]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.62, 106.88, 124.25, 118.19, 80.91, 70.86, 42.65]"
31,2017-07-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[72.01, 89.45, 99.99, 120.75, 83.64, 66.72, 38.22]","[84.58, 106.85, 124.04, 120.75, 91.98, 75.13, 45.26]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.58, 106.85, 124.04, 120.75, 91.98, 75.13, 45.26]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.58, 106.38, 122.91, 117.7, 82.37, 71.63, 43.03]"
32,2017-08-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[72.16, 90.75, 103.4, 125.82, 84.87, 67.03, 38.51]","[84.68, 108.24, 127.99, 125.82, 93.33, 75.48, 45.52]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.68, 108.24, 127.99, 125.82, 93.33, 75.48, 45.52]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.55, 106.2, 122.58, 118.08, 84.12, 72.57, 43.53]"
33,2017-09-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[72.02, 89.44, 101.0, 121.58, 87.25, 68.81, 38.81]","[84.45, 106.52, 124.76, 121.58, 95.68, 77.14, 45.79]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.45, 106.52, 124.76, 121.58, 95.68, 77.14, 45.79]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.55, 106.32, 123.03, 119.07, 86.15, 73.47, 44.05]"
34,2017-10-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.96, 89.27, 100.96, 120.67, 91.65, 70.82, 39.51]","[84.3, 106.16, 124.46, 120.67, 100.5, 79.39, 46.53]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.3, 106.16, 124.46, 120.67, 100.5, 79.39, 46.53]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.53, 106.46, 123.57, 120.17, 88.61, 74.5, 44.55]"
35,2017-11-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.8, 89.02, 101.71, 121.1, 94.21, 73.37, 41.04]","[84.04, 105.7, 125.12, 121.1, 103.31, 82.25, 48.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.04, 105.7, 125.12, 121.1, 103.31, 82.25, 48.25]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.48, 106.52, 124.07, 120.73, 91.12, 75.73, 45.19]"
36,2017-12-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.79, 89.19, 103.55, 123.65, 94.33, 74.29, 40.67]","[83.85, 105.57, 126.86, 123.65, 103.13, 82.9, 47.74]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.85, 105.57, 126.86, 123.65, 103.13, 82.9, 47.74]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.42, 106.52, 124.58, 121.17, 93.31, 76.71, 45.61]"
37,2018-01-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.58, 87.27, 100.18, 127.65, 102.08, 77.68, 41.66]","[83.61, 103.3, 122.73, 127.65, 111.61, 86.69, 48.83]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.61, 103.3, 122.73, 127.65, 111.61, 86.69, 48.83]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.32, 106.29, 124.78, 122.06, 96.2, 78.09, 46.14]"
38,2018-02-28,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.51, 86.46, 97.13, 125.0, 100.59, 75.42, 39.86]","[83.44, 102.17, 118.75, 125.0, 109.98, 84.17, 46.64]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.44, 102.17, 118.75, 125.0, 109.98, 84.17, 46.64]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.21, 105.84, 124.42, 122.49, 98.72, 79.19, 46.42]"
39,2018-03-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.69, 87.46, 99.91, 125.79, 97.12, 74.45, 40.21]","[83.56, 103.19, 121.9, 125.79, 105.92, 82.71, 46.97]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.56, 103.19, 121.9, 125.79, 105.92, 82.71, 46.97]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.1, 105.43, 124.17, 123.0, 100.43, 80.02, 46.63]"
40,2018-04-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.52, 86.34, 97.82, 124.59, 97.6, 73.47, 39.97]","[83.27, 101.7, 119.1, 124.59, 106.45, 81.63, 46.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.27, 101.7, 119.1, 124.59, 106.45, 81.63, 46.6]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[83.98, 104.94, 123.57, 123.66, 102.19, 80.75, 46.81]"
41,2018-05-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.77, 87.19, 99.78, 123.1, 100.97, 75.45, 40.23]","[83.46, 102.51, 121.22, 123.1, 110.12, 83.83, 46.82]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.46, 102.51, 121.22, 123.1, 110.12, 83.83, 46.82]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[83.87, 104.51, 123.29, 123.89, 104.0, 81.62, 46.97]"
42,2018-06-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[71.8, 87.36, 100.43, 118.65, 100.9, 75.45, 40.81]","[83.37, 102.51, 121.72, 118.65, 109.7, 83.45, 47.41]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.37, 102.51, 121.72, 118.65, 109.7, 83.45, 47.41]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[83.73, 103.93, 122.66, 123.18, 105.64, 82.42, 47.16]"
